DOW,CUST_CLASS,COD_COUNTRY,COD_PRO,PRO_COM,VISITORS
Martedì,visitor,222,108,108034,124
Sabato,visitor,222,44,44045,72
Giovedì,visitor,222,26,26062,316
Mercoledì,visitor,222,30,30095,40
Giovedì,visitor,222,21,21059,64
Lunedì,visitor,222,9,9056,248
Giovedì,visitor,222,15,15070,212
Sabato,visitor,222,36,36047,48
Giovedì,visitor,222,25,25001,284
Giovedì,visitor,222,12,12012,52
Venerdì,visitor,222,85,85007,88
Giovedì,visitor,222,58,58039,108
Mercoledì,visitor,222,93,93032,248
Sabato,visitor,222,17,17018,48
Lunedì,visitor,222,12,12042,116
Martedì,visitor,222,69,69022,208
Martedì,visitor,222,23,23069,836
Lunedì,visitor,222,108,108054,132
Sabato,visitor,222,26,26068,748
Domenica,visitor,222,37,37035,172
Domenica,visitor,222,37,37054,324
Sabato,visitor,222,53,53011,208
Venerdì,visitor,222,15,15106,52
Venerdì,visitor,222,27,27031,532
Sabato,visitor,222,63,63084,156
Sabato,visitor,222,48,48014,248
Mercoledì,visitor,222,24,24079,460
Martedì,visitor,222,85,85004,52
Mercoledì,visitor,222,28,28042,732
Giovedì,visitor,222,18,18110,436
Domenica,visitor,222,17,17052,36
Domenica,visitor,222,16,16086,48
Domenica,visitor,222,22,22143,92
Giovedì,visitor,222,49,49009,408
Lunedì,visitor,222,38,38004,244
Sabato,visitor,222,13,13010,68
Domenica,visitor,222,20,20053,168
Domenica,visitor,222,21,21040,208
Venerdì,visitor,222,108,108033,892
Sabato,visitor,222,20,20051,32
Sabato,visitor,222,1,1219,136
Lunedì,visitor,222,13,13095,60
Martedì,visitor,222,48,48052,48
Lunedì,visitor,222,67,67001,36
Sabato,visitor,222,29,29031,476
Mercoledì,visitor,222,25,25036,128
Sabato,visitor,222,23,23079,32
Lunedì,visitor,222,48,48002,32
Domenica,visitor,222,24,24015,340
Martedì,visitor,222,34,34009,96
Lunedì,visitor,222,17,17166,60
Lunedì,visitor,222,14,14058,32
Sabato,visitor,222,30,30123,40
Giovedì,visitor,222,50,50038,52
Martedì,visitor,222,34,34041,104
Lunedì,visitor,222,26,26049,272
Martedì,visitor,222,58,58065,112
Domenica,visitor,222,19,19053,32
Martedì,visitor,222,58,58097,36
Lunedì,visitor,222,22,22170,60
Martedì,visitor,222,59,59001,140
Mercoledì,visitor,222,26,26041,44
Venerdì,visitor,222,29,29035,412
Giovedì,visitor,222,57,57059,68
Sabato,visitor,222,17,17109,52
Mercoledì,visitor,222,28,28029,244
Venerdì,visitor,222,15,15230,52
Lunedì,visitor,222,15,15074,52
Lunedì,visitor,222,37,37021,136
Mercoledì,visitor,222,71,71033,44
Giovedì,visitor,222,58,58065,136
Venerdì,visitor,222,24,24114,76
Lunedì,visitor,222,17,17113,140
Sabato,visitor,222,12,12030,40
Martedì,visitor,222,88,88012,32
Martedì,visitor,222,12,12123,84
Venerdì,visitor,222,51,51016,36
Mercoledì,visitor,222,99,99018,48
Lunedì,visitor,222,107,107003,56
Giovedì,visitor,222,21,21108,52
Sabato,visitor,222,22,22224,60
Mercoledì,visitor,222,78,78108,68
Venerdì,visitor,222,87,87033,56
Martedì,visitor,222,37,37019,140
Mercoledì,visitor,222,26,26044,124
Sabato,visitor,222,31,31002,84
Mercoledì,visitor,222,17,17165,32
Martedì,visitor,222,12,12067,36
Giovedì,visitor,222,3,3149,104
Lunedì,visitor,222,20,20042,84
Venerdì,visitor,222,25,25048,164
Lunedì,visitor,222,63,63058,48
Giovedì,visitor,222,15,15097,32
Mercoledì,visitor,222,65,65002,48
Venerdì,visitor,222,24,24091,208
Mercoledì,visitor,222,78,78142,48
Mercoledì,visitor,222,63,63059,164
Domenica,visitor,222,24,24003,108
Venerdì,visitor,222,16,16198,140
Giovedì,visitor,222,88,88006,44
Sabato,visitor,222,17,17074,32
Lunedì,visitor,222,15,15154,48
Giovedì,visitor,222,16,16043,60
Venerdì,visitor,222,22,22134,64
Venerdì,visitor,222,63,63080,52
Lunedì,visitor,222,48,48050,40
Lunedì,visitor,222,22,22088,40
Domenica,visitor,222,39,39009,52
Martedì,visitor,222,22,22103,72
Lunedì,visitor,222,25,25043,36
Giovedì,visitor,222,26,26070,124
Domenica,visitor,222,3,3076,32
Venerdì,visitor,222,24,24121,40
Domenica,visitor,222,59,59018,44
Martedì,visitor,222,50,50031,48
Giovedì,visitor,222,21,21077,48
Martedì,visitor,222,40,40013,48
Venerdì,visitor,222,21,21028,36
Lunedì,visitor,222,52,52014,44
Martedì,visitor,222,52,52017,32
Martedì,visitor,222,67,67035,32
Mercoledì,visitor,222,18,18138,32
Mercoledì,visitor,222,17,17125,48
Lunedì,visitor,222,27,27018,84
Sabato,visitor,222,3,3043,40
Domenica,visitor,222,59,59024,44
Giovedì,visitor,222,83,83007,48
Lunedì,visitor,222,108,108026,32
Mercoledì,visitor,222,15,15040,48
Martedì,visitor,222,21,21016,60
Martedì,visitor,222,22,22207,52
Giovedì,visitor,222,42,42006,48
Sabato,visitor,222,108,108046,80
Mercoledì,visitor,222,25,25012,52
Sabato,visitor,222,12,12003,32
Sabato,visitor,222,50,50035,36
Martedì,visitor,222,12,12086,32
Domenica,visitor,222,21,21107,36
Lunedì,visitor,222,20,20067,32
Giovedì,foreigner,310,,,9244
Martedì,foreigner,232,,,12804
Venerdì,foreigner,214,,,10660
Sabato,foreigner,293,,,3224
Giovedì,foreigner,260,,,2840
Mercoledì,foreigner,274,,,48
Martedì,foreigner,450,,,644
Mercoledì,foreigner,246,,,776
Sabato,foreigner,297,,,52
Lunedì,visitor,222,3,3032,56
Sabato,visitor,222,73,73020,36
Martedì,visitor,222,110,110007,36
Giovedì,resident,222,28,28060,171200
Martedì,visitor,222,,,41912
Venerdì,visitor,222,28,28003,14516
Giovedì,visitor,222,23,23075,52
Domenica,visitor,222,27,27017,3236
Lunedì,visitor,222,24,24051,908
Lunedì,visitor,222,28,28086,11000
Martedì,visitor,222,63,63002,88
Lunedì,visitor,222,28,28085,4664
Venerdì,visitor,222,27,27028,5556
Giovedì,visitor,222,22,22224,68
Mercoledì,visitor,222,25,25006,1524
Mercoledì,visitor,222,28,28090,1608
Martedì,visitor,222,27,27004,2868
Venerdì,visitor,222,38,38008,3800
Giovedì,visitor,222,10,10059,76
Mercoledì,visitor,222,10,10025,2360
Martedì,visitor,222,38,38027,180
Domenica,visitor,222,23,23076,416
Sabato,visitor,222,28,28065,4868
Domenica,visitor,222,24,24021,3056
Mercoledì,visitor,222,24,24040,140
Venerdì,visitor,222,28,28039,944
Giovedì,visitor,222,73,73008,40
Domenica,visitor,222,26,26038,608
Lunedì,visitor,222,30,30072,104
Domenica,visitor,222,35,35033,1312
Sabato,visitor,222,28,28040,1812
Domenica,visitor,222,15,15103,36
Giovedì,visitor,222,28,28089,3784
Domenica,visitor,222,15,15185,72
Venerdì,visitor,222,24,24029,360
Venerdì,visitor,222,41,41013,368
Venerdì,visitor,222,23,23048,100
Sabato,visitor,222,26,26081,552
Sabato,visitor,222,29,29029,1092
Lunedì,visitor,222,28,28090,1576
Mercoledì,visitor,222,24,24011,372
Giovedì,visitor,222,28,28094,1620
Lunedì,visitor,222,28,28088,724
Venerdì,visitor,222,25,25016,380
Domenica,visitor,222,35,35036,228
Lunedì,visitor,222,25,25056,72
Domenica,visitor,222,29,29003,680
Lunedì,visitor,222,26,26038,452
Lunedì,visitor,222,27,27031,464
Domenica,visitor,222,34,34041,68
Lunedì,visitor,222,11,11015,152
Lunedì,visitor,222,34,34027,1096
Giovedì,visitor,222,29,29050,316
Lunedì,visitor,222,41,41044,428
Martedì,visitor,222,17,17049,32
Mercoledì,visitor,222,24,24113,44
Sabato,visitor,222,26,26001,400
Domenica,visitor,222,16,16222,32
Giovedì,visitor,222,15,15105,140
Lunedì,visitor,222,58,58029,92
Mercoledì,visitor,222,21,21044,36
Giovedì,visitor,222,25,25014,92
Sabato,visitor,222,21,21008,1828
Giovedì,visitor,222,13,13075,356
Domenica,visitor,222,22,22201,184
Sabato,visitor,222,58,58047,144
Lunedì,visitor,222,37,37001,96
Domenica,visitor,222,72,72036,52
Mercoledì,visitor,222,26,26084,280
Domenica,visitor,222,83,83048,380
Domenica,visitor,222,30,30068,52
Sabato,visitor,222,23,23023,148
Martedì,visitor,222,59,59011,296
Lunedì,visitor,222,97,97023,56
Mercoledì,visitor,222,1,1219,164
Lunedì,visitor,222,21,21004,76
Giovedì,visitor,222,34,34014,172
Martedì,visitor,222,17,17018,60
Venerdì,visitor,222,39,39012,212
Mercoledì,visitor,222,23,23042,180
Venerdì,visitor,222,26,26081,596
Domenica,visitor,222,31,31002,76
Domenica,visitor,222,26,26015,172
Domenica,visitor,222,30,30064,48
Lunedì,visitor,222,34,34023,112
Martedì,visitor,222,73,73012,40
Sabato,visitor,222,63,63055,32
Domenica,visitor,222,23,23053,176
Domenica,visitor,222,42,42045,212
Venerdì,visitor,222,26,26019,276
Lunedì,visitor,222,23,23040,208
Sabato,visitor,222,58,58036,44
Sabato,visitor,222,20,20031,40
Lunedì,visitor,222,110,110004,60
Venerdì,visitor,222,25,25026,104
Mercoledì,visitor,222,30,30004,56
Martedì,visitor,222,26,26049,228
Mercoledì,visitor,222,26,26067,52
Giovedì,visitor,222,26,26067,36
Martedì,visitor,222,1,1191,116
Domenica,visitor,222,30,30127,132
Giovedì,visitor,222,65,65025,84
Martedì,visitor,222,15,15139,88
Sabato,visitor,222,25,25021,904
Venerdì,visitor,222,17,17088,48
Lunedì,visitor,222,22,22116,124
Domenica,visitor,222,37,37008,216
Lunedì,visitor,222,30,30078,60
Mercoledì,visitor,222,108,108015,60
Venerdì,visitor,222,98,98027,36
Lunedì,visitor,222,38,38020,108
Mercoledì,visitor,222,69,69046,92
Sabato,visitor,222,108,108020,88
Venerdì,visitor,222,16,16176,48
Giovedì,visitor,222,24,24075,64
Mercoledì,visitor,222,37,37021,144
Giovedì,visitor,222,26,26005,356
Domenica,visitor,222,93,93010,108
Venerdì,visitor,222,38,38017,96
Martedì,visitor,222,24,24087,472
Martedì,visitor,222,15,15113,36
Mercoledì,visitor,222,75,75087,36
Martedì,visitor,222,36,36017,60
Sabato,visitor,222,65,65031,32
Mercoledì,visitor,222,24,24006,644
Domenica,visitor,222,12,12042,156
Sabato,visitor,222,16,16218,80
Venerdì,visitor,222,64,64121,48
Domenica,visitor,222,60,60015,36
Venerdì,visitor,222,24,24055,572
Mercoledì,visitor,222,26,26004,164
Sabato,visitor,222,45,45010,216
Sabato,visitor,222,31,31007,376
Domenica,visitor,222,39,39010,380
Venerdì,visitor,222,64,64101,32
Mercoledì,visitor,222,58,58007,112
Venerdì,visitor,222,24,24065,184
Giovedì,visitor,222,16,16003,40
Lunedì,visitor,222,71,71024,268
Giovedì,visitor,222,58,58120,128
Domenica,visitor,222,12,12031,88
Lunedì,visitor,222,15,15131,40
Lunedì,visitor,222,25,25015,52
Venerdì,visitor,222,60,60038,132
Lunedì,visitor,222,25,25036,152
Domenica,visitor,222,72,72024,52
Domenica,visitor,222,15,15221,48
Giovedì,visitor,222,97,97042,260
Lunedì,visitor,222,26,26047,220
Mercoledì,visitor,222,42,42018,112
Venerdì,visitor,222,72,72023,112
Sabato,visitor,222,72,72023,68
Martedì,visitor,222,29,29030,152
Sabato,visitor,222,93,93013,96
Mercoledì,visitor,222,25,25011,128
Venerdì,visitor,222,9,9001,32
Martedì,visitor,222,60,60033,56
Mercoledì,visitor,222,108,108001,144
Venerdì,visitor,222,16,16032,40
Lunedì,visitor,222,87,87004,132
Sabato,visitor,222,29,29022,268
Giovedì,visitor,222,68,68024,228
Giovedì,visitor,222,43,43033,36
Martedì,visitor,222,78,78003,76
Martedì,visitor,222,28,28102,484
Giovedì,visitor,222,19,19084,40
Domenica,visitor,222,15,15105,192
Giovedì,visitor,222,63,63050,84
Lunedì,visitor,222,41,41067,104
Domenica,visitor,222,1,1217,64
Domenica,visitor,222,15,15027,156
Domenica,visitor,222,1,1164,100
Martedì,visitor,222,93,93017,284
Domenica,visitor,222,37,37038,112
Giovedì,visitor,222,26,26077,208
Lunedì,visitor,222,15,15142,72
Martedì,visitor,222,25,25048,120
Sabato,visitor,222,6,6114,112
Martedì,visitor,222,93,93031,68
Lunedì,visitor,222,66,66049,284
Lunedì,visitor,222,25,25041,80
Lunedì,visitor,222,58,58009,48
Venerdì,visitor,222,29,29011,36
Mercoledì,visitor,222,17,17072,44
Venerdì,visitor,222,17,17165,32
Mercoledì,visitor,222,44,44066,172
Martedì,visitor,222,69,69058,64
Lunedì,visitor,222,30,30099,84
Martedì,visitor,222,61,61022,180
Domenica,visitor,222,60,60014,36
Giovedì,visitor,222,18,18069,36
Domenica,visitor,222,20,20018,52
Lunedì,visitor,222,60,60015,36
Mercoledì,visitor,222,87,87008,52
Domenica,visitor,222,30,30080,72
Sabato,visitor,222,18,18159,36
Mercoledì,visitor,222,22,22196,48
Martedì,visitor,222,68,68024,144
Sabato,visitor,222,20,20052,68
Giovedì,visitor,222,71,71020,112
Giovedì,visitor,222,38,38011,80
Giovedì,visitor,222,26,26030,96
Martedì,visitor,222,57,57059,68
Domenica,visitor,222,30,30083,56
Venerdì,visitor,222,49,49008,104
Giovedì,visitor,222,22,22005,36
Sabato,visitor,222,21,21107,48
Mercoledì,visitor,222,30,30038,40
Venerdì,visitor,222,14,14061,80
Sabato,visitor,222,28,28012,56
Sabato,visitor,222,22,22101,40
Martedì,visitor,222,15,15072,36
Mercoledì,visitor,222,37,37056,32
Domenica,visitor,222,108,108046,72
Sabato,visitor,222,6,6001,32
Mercoledì,visitor,222,13,13138,64
Sabato,visitor,222,24,24005,200
Venerdì,visitor,222,16,16212,56
Martedì,visitor,222,1,1249,44
Domenica,visitor,222,17,17007,48
Venerdì,visitor,222,76,76045,56
Martedì,visitor,222,25,25018,40
Mercoledì,visitor,222,108,108023,124
Venerdì,visitor,222,52,52015,32
Sabato,visitor,222,16,16239,32
Domenica,visitor,222,10,10046,56
Martedì,visitor,222,12,12050,44
Domenica,visitor,222,52,52033,32
Domenica,visitor,222,12,12134,40
Lunedì,visitor,222,97,97016,84
Martedì,visitor,222,15,15172,68
Mercoledì,visitor,222,16,16246,52
Sabato,visitor,222,17,17143,64
Martedì,visitor,222,30,30090,72
Martedì,visitor,222,75,75016,40
Giovedì,visitor,222,22,22134,56
Giovedì,visitor,222,87,87052,32
Giovedì,visitor,222,35,35027,40
Venerdì,visitor,222,24,24010,44
Venerdì,visitor,222,59,59005,56
Martedì,visitor,222,72,72017,56
Sabato,visitor,222,67,67037,56
Domenica,visitor,222,110,110007,32
Martedì,visitor,222,34,34007,36
Martedì,visitor,222,38,38016,36
Mercoledì,foreigner,286,,,720
Giovedì,foreigner,250,,,6468
Giovedì,foreigner,219,,,3524
Venerdì,foreigner,232,,,13900
Domenica,foreigner,219,,,3724
Lunedì,foreigner,724,,,1388
Mercoledì,foreigner,284,,,2888
Giovedì,foreigner,270,,,632
Giovedì,foreigner,242,,,528
Mercoledì,foreigner,294,,,108
Sabato,foreigner,419,,,36
Giovedì,visitor,222,42,42023,56
Domenica,visitor,222,17,17039,56
Sabato,visitor,222,93,93018,36
Venerdì,visitor,222,22,22098,76
Giovedì,visitor,222,69,69057,44
Sabato,visitor,222,22,22196,48
Domenica,visitor,222,12,12012,60
Giovedì,visitor,222,29,29006,76
Martedì,visitor,222,23,23013,56
Sabato,visitor,222,17,17112,36
Giovedì,visitor,222,42,42035,36
Domenica,visitor,222,22,22230,104
Lunedì,visitor,222,60,60019,40
Sabato,visitor,222,13,13199,36
Lunedì,visitor,222,42,42010,36
Martedì,visitor,222,33,33013,40
Domenica,visitor,222,32,32004,32
Mercoledì,visitor,222,28,28003,14452
Mercoledì,visitor,222,28,28011,1440
Martedì,visitor,222,28,28023,980
Giovedì,visitor,222,28,28088,652
Giovedì,visitor,222,28,28019,4084
Lunedì,visitor,222,38,38005,304
Domenica,visitor,222,24,24038,1280
Giovedì,visitor,222,28,28014,1604
Martedì,visitor,222,37,37032,408
Venerdì,visitor,222,27,27043,4240
Domenica,visitor,222,24,24107,292
Domenica,visitor,222,28,28055,4844
Domenica,visitor,222,40,40007,616
Sabato,visitor,222,26,26021,1316
Giovedì,visitor,222,28,28039,872
Giovedì,visitor,222,27,27040,88
Venerdì,visitor,222,20,20051,76
Giovedì,visitor,222,25,25061,112
Domenica,visitor,222,27,27019,1292
Domenica,visitor,222,23,23058,340
Lunedì,visitor,222,23,23073,308
Giovedì,visitor,222,27,27022,220
Lunedì,visitor,222,9,9015,60
Mercoledì,visitor,222,22,22003,48
Mercoledì,visitor,222,26,26058,368
Sabato,visitor,222,26,26083,344
Giovedì,visitor,222,26,26069,636
Mercoledì,visitor,222,16,16024,760
Venerdì,visitor,222,92,92051,132
Martedì,visitor,222,99,99002,112
Martedì,visitor,222,99,99014,852
Mercoledì,visitor,222,29,29003,528
Mercoledì,visitor,222,29,29018,376
Domenica,visitor,222,23,23049,140
Giovedì,visitor,222,51,51002,332
Venerdì,visitor,222,26,26082,524
Mercoledì,visitor,222,41,41013,216
Martedì,visitor,222,17,17081,60
Mercoledì,visitor,222,32,32001,76
Venerdì,visitor,222,15,15192,228
Domenica,visitor,222,22,22229,88
Domenica,visitor,222,50,50008,140
Venerdì,visitor,222,25,25022,104
Giovedì,visitor,222,17,17171,60
Lunedì,visitor,222,36,36023,1108
Domenica,visitor,222,17,17077,36
Martedì,visitor,222,30,30066,40
Sabato,visitor,222,27,27011,168
Venerdì,visitor,222,24,24043,188
Sabato,visitor,222,37,37060,312
Lunedì,visitor,222,24,24034,224
Sabato,visitor,222,37,37009,120
Domenica,visitor,222,26,26072,248
Venerdì,visitor,222,23,23058,436
Mercoledì,visitor,222,26,26053,140
Domenica,visitor,222,27,27025,368
Mercoledì,visitor,222,74,74006,36
Sabato,visitor,222,72,72020,132
Lunedì,visitor,222,30,30028,56
Sabato,visitor,222,97,97007,40
Sabato,visitor,222,25,25061,68
Lunedì,visitor,222,16,16153,76
Mercoledì,visitor,222,20,20061,104
Sabato,visitor,222,92,92051,144
Lunedì,visitor,222,54,54026,52
Domenica,visitor,222,110,110002,136
Giovedì,visitor,222,93,93007,148
Giovedì,visitor,222,70,70006,108
Domenica,visitor,222,12,12032,124
Venerdì,visitor,222,36,36012,104
Lunedì,visitor,222,15,15106,68
Lunedì,visitor,222,16,16246,56
Sabato,visitor,222,30,30049,292
Venerdì,visitor,222,23,23008,164
Mercoledì,visitor,222,72,72035,116
Domenica,visitor,222,17,17023,68
Martedì,visitor,222,24,24018,844
Sabato,visitor,222,21,21115,36
Mercoledì,visitor,222,23,23017,72
Martedì,visitor,222,29,29002,228
Giovedì,visitor,222,108,108019,220
Venerdì,visitor,222,15,15087,44
Lunedì,visitor,222,17,17018,68
Sabato,visitor,222,54,54001,112
Mercoledì,visitor,222,58,58065,124
Sabato,visitor,222,41,41029,72
Lunedì,visitor,222,28,28029,236
Domenica,visitor,222,84,84001,60
Lunedì,visitor,222,16,16143,80
Martedì,visitor,222,34,34014,164
Lunedì,visitor,222,63,63037,60
Lunedì,visitor,222,20,20051,52
Sabato,visitor,222,93,93043,88
Domenica,visitor,222,37,37016,44
Giovedì,visitor,222,24,24043,196
Giovedì,visitor,222,33,33035,84
Lunedì,visitor,222,26,26053,160
Sabato,visitor,222,23,23084,132
Lunedì,visitor,222,15,15036,112
Giovedì,visitor,222,22,22038,76
Lunedì,visitor,222,72,72046,32
Domenica,visitor,222,25,25010,32
Lunedì,visitor,222,29,29009,192
Venerdì,visitor,222,17,17008,44
Domenica,visitor,222,22,22002,68
Giovedì,visitor,222,63,63060,136
Venerdì,visitor,222,109,109024,48
Sabato,visitor,222,63,63041,60
Mercoledì,visitor,222,63,63041,52
Lunedì,visitor,222,42,42036,36
Domenica,visitor,222,1,1008,60
Lunedì,visitor,222,72,72028,100
Domenica,visitor,222,48,48014,244
Domenica,visitor,222,37,37020,264
Mercoledì,visitor,222,87,87052,48
Martedì,visitor,222,17,17134,36
Domenica,visitor,222,108,108004,80
Giovedì,visitor,222,7,7003,144
Venerdì,visitor,222,15,15024,40
Domenica,visitor,222,50,50033,44
Sabato,visitor,222,37,37039,252
Lunedì,visitor,222,33,33039,40
Martedì,visitor,222,60,60006,80
Lunedì,visitor,222,72,72032,84
Domenica,visitor,222,65,65037,60
Lunedì,visitor,222,63,63080,72
Lunedì,visitor,222,1,1082,84
Venerdì,visitor,222,92,92003,48
Giovedì,visitor,222,30,30009,80
Domenica,visitor,222,30,30056,76
Domenica,visitor,222,17,17116,40
Venerdì,visitor,222,42,42018,120
Martedì,visitor,222,1,1269,36
Martedì,visitor,222,17,17125,48
Martedì,visitor,222,71,71028,48
Martedì,visitor,222,51,51034,36
Venerdì,visitor,222,44,44023,80
Giovedì,visitor,222,65,65016,36
Martedì,visitor,222,37,37015,40
Mercoledì,visitor,222,63,63068,92
Domenica,visitor,222,58,58015,52
Sabato,visitor,222,15,15115,36
Venerdì,visitor,222,48,48036,68
Giovedì,visitor,222,19,19035,160
Lunedì,visitor,222,108,108007,40
Martedì,visitor,222,15,15221,36
Lunedì,visitor,222,58,58034,64
Martedì,visitor,222,43,43053,68
Giovedì,visitor,222,23,23067,60
Giovedì,visitor,222,78,78031,32
Sabato,visitor,222,56,56035,32
Domenica,visitor,222,23,23045,56
Martedì,visitor,222,25,25022,96
Mercoledì,visitor,222,22,22034,112
Giovedì,visitor,222,16,16086,48
Domenica,visitor,222,52,52026,56
Venerdì,visitor,222,15,15169,40
Giovedì,visitor,222,52,52032,308
Lunedì,visitor,222,29,29021,160
Mercoledì,visitor,222,15,15139,108
Mercoledì,visitor,222,58,58009,68
Martedì,visitor,222,23,23003,136
Giovedì,visitor,222,65,65099,32
Martedì,visitor,222,22,22201,196
Domenica,visitor,222,63,63035,32
Giovedì,visitor,222,15,15076,64
Mercoledì,visitor,222,21,21004,112
Mercoledì,visitor,222,108,108048,56
Sabato,visitor,222,73,73012,32
Martedì,visitor,222,18,18150,72
Martedì,visitor,222,63,63064,76
Venerdì,visitor,222,26,26028,80
Martedì,visitor,222,41,41065,44
Domenica,visitor,222,20,20037,56
Mercoledì,visitor,222,50,50036,40
Giovedì,visitor,222,25,25026,84
Martedì,visitor,222,75,75087,44
Mercoledì,visitor,222,13,13012,32
Domenica,visitor,222,108,108010,108
Venerdì,visitor,222,5,5050,36
Venerdì,visitor,222,63,63068,32
Martedì,visitor,222,75,75074,32
Martedì,visitor,222,23,23054,128
Mercoledì,visitor,222,24,24032,40
Lunedì,visitor,222,42,42023,60
Sabato,visitor,222,108,108002,32
Lunedì,visitor,222,30,30018,64
Venerdì,visitor,222,71,71038,32
Venerdì,visitor,222,36,36042,40
Martedì,visitor,222,81,81012,60
Domenica,visitor,222,71,71059,32
Domenica,visitor,222,68,68027,36
Giovedì,visitor,222,20,20068,56
Martedì,visitor,222,84,84021,36
Domenica,visitor,222,87,87052,36
Mercoledì,visitor,222,60,60033,36
Lunedì,visitor,222,37,37044,32
Venerdì,visitor,222,1,1030,36
Sabato,visitor,222,63,63064,68
Giovedì,visitor,222,16,16053,48
Mercoledì,visitor,222,15,15106,44
Sabato,visitor,222,36,36017,76
Martedì,visitor,222,78,78062,32
Domenica,visitor,222,12,12096,44
Mercoledì,visitor,222,22,22120,36
Giovedì,foreigner,204,,,10376
Martedì,foreigner,262,,,15180
Lunedì,foreigner,240,,,844
Martedì,foreigner,278,,,276
Lunedì,visitor,222,15,15164,36
Martedì,visitor,222,51,51033,48
Domenica,visitor,222,21,21035,36
Mercoledì,visitor,222,54,54026,56
Mercoledì,visitor,222,63,63050,48
Giovedì,visitor,222,74,74008,48
Giovedì,visitor,222,25,25023,44
Martedì,visitor,222,19,19112,36
Mercoledì,visitor,222,75,75052,40
Domenica,visitor,222,28,28003,14076
Venerdì,visitor,222,28,28009,388
Venerdì,visitor,222,22,22126,68
Sabato,visitor,222,58,58091,12008
Lunedì,visitor,222,20,20070,164
Martedì,visitor,222,27,27003,3724
Sabato,visitor,222,29,29001,2104
Venerdì,visitor,222,29,29001,1684
Giovedì,visitor,222,30,30095,64
Lunedì,visitor,222,27,27012,3660
Venerdì,visitor,222,28,28071,1648
Martedì,visitor,222,26,26064,396
Lunedì,visitor,222,72,72030,92
Lunedì,visitor,222,50,50026,448
Venerdì,visitor,222,30,30100,80
Domenica,visitor,222,26,26091,1068
Sabato,visitor,222,28,28046,1440
Giovedì,visitor,222,24,24082,288
Mercoledì,visitor,222,27,27022,220
Lunedì,visitor,222,28,28089,3884
Domenica,visitor,222,23,23016,192
Venerdì,visitor,222,26,26068,672
Venerdì,visitor,222,24,24062,132
Martedì,visitor,222,28,28090,1624
Venerdì,visitor,222,61,61022,132
Sabato,visitor,222,23,23049,116
Domenica,visitor,222,22,22022,448
Sabato,visitor,222,98,98019,44
Venerdì,visitor,222,29,29050,232
Martedì,visitor,222,99,99018,32
Mercoledì,visitor,222,104,104008,32
Mercoledì,visitor,222,12,12026,320
Mercoledì,visitor,222,24,24036,1388
Martedì,visitor,222,1,1171,72
Sabato,visitor,222,26,26095,1248
Sabato,visitor,222,21,21011,232
Domenica,visitor,222,15,15074,44
Martedì,visitor,222,28,28042,636
Sabato,visitor,222,24,24035,444
Domenica,visitor,222,42,42046,36
Sabato,visitor,222,63,63067,56
Domenica,visitor,222,24,24045,88
Lunedì,visitor,222,24,24065,132
Sabato,visitor,222,21,21111,52
Mercoledì,visitor,222,24,24056,432
Venerdì,visitor,222,20,20009,52
Mercoledì,visitor,222,24,24055,568
Sabato,visitor,222,23,23021,336
Sabato,visitor,222,17,17069,44
Venerdì,visitor,222,15,15011,116
Martedì,visitor,222,75,75035,228
Lunedì,visitor,222,25,25004,140
Lunedì,visitor,222,30,30109,36
Sabato,visitor,222,108,108039,240
Mercoledì,visitor,222,25,25020,108
Domenica,visitor,222,24,24058,328
Venerdì,visitor,222,15,15237,68
Sabato,visitor,222,15,15131,40
Lunedì,visitor,222,22,22050,112
Giovedì,visitor,222,49,49012,32
Giovedì,visitor,222,23,23008,144
Sabato,visitor,222,108,108021,60
Sabato,visitor,222,29,29019,208
Lunedì,visitor,222,108,108040,44
Martedì,visitor,222,23,23011,36
Mercoledì,visitor,222,50,50008,88
Lunedì,visitor,222,59,59009,56
Mercoledì,visitor,222,36,36041,48
Venerdì,visitor,222,26,26014,232
Domenica,visitor,222,40,40013,72
Venerdì,visitor,222,59,59011,240
Sabato,visitor,222,23,23083,248
Giovedì,visitor,222,26,26044,164
Domenica,visitor,222,24,24098,296
Giovedì,visitor,222,58,58122,32
Giovedì,visitor,222,30,30109,36
Giovedì,visitor,222,98,98019,60
Venerdì,visitor,222,31,31008,56
Mercoledì,visitor,222,26,26035,468
Sabato,visitor,222,19,19021,140
Mercoledì,visitor,222,97,97042,236
Mercoledì,visitor,222,22,22050,72
Venerdì,visitor,222,49,49012,48
Mercoledì,visitor,222,29,29019,228
Domenica,visitor,222,23,23004,348
Lunedì,visitor,222,52,52012,64
Giovedì,visitor,222,67,67038,36
Venerdì,visitor,222,38,38014,64
Giovedì,visitor,222,71,71024,276
Venerdì,visitor,222,28,28005,100
Sabato,visitor,222,41,41013,420
Sabato,visitor,222,38,38024,144
Sabato,visitor,222,53,53021,36
Domenica,visitor,222,20,20024,40
Venerdì,visitor,222,108,108027,272
Lunedì,visitor,222,63,63006,48
Sabato,visitor,222,23,23075,76
Venerdì,visitor,222,15,15205,308
Martedì,visitor,222,1,1156,80
Giovedì,visitor,222,58,58118,32
Giovedì,visitor,222,28,28005,88
Venerdì,visitor,222,24,24063,84
Martedì,visitor,222,37,37021,92
Domenica,visitor,222,18,18153,44
Lunedì,visitor,222,26,26025,400
Venerdì,visitor,222,72,72020,104
Domenica,visitor,222,6,6114,96
